text,label
GHMC Notice: మీ property లో unauthorized construction detected. 30 రోజుల్లో demolition. Object చేయండి: ghmc.gov.in,0
"Income Tax: మీ crypto transactions లో unreported gains Rs.8,75,000. 15 రోజుల్లో revised return file చేయండి లేదా penalty.",0
Court Notice: آپ کے خلاف consumer case filed ہوا۔ Hearing 15 اپریل کو۔ Court میں حاضری لازمی ورنہ warrant issue ہوگا۔,0
"Tax Department: آپ کی income tax return میں discrepancy ہے۔ 15 دن میں revised return file کریں ورنہ penalty Rs.50,000۔",0
UIDAI: آپ کا Aadhaar card services suspend کر دیا گیا biometric mismatch کی وجہ سے۔ UIDAI center visit کریں documents کے ساتھ۔,0
Court Notice: உங்களுக்கு எதிராக consumer case தாக்கல் செய்யப்பட்டது। Hearing 15 ஏப்ரல் அன்று। ஆஜராகவில்லை என்றால் warrant.,0
GHMC: உங்கள் property ல் unauthorized construction கண்டுபிடிக்கப்பட்டது। 30 நாட்களில் demolition. Object: ghmc.gov.in,0
"Income Tax: உங்கள் crypto transaction ல் unreported gains Rs.8,75,000. 15 நாட்களில் revised return இல்லையென்றால் penalty.",0
Airtel: Your SIM will be permanently blocked due to 90 days inactivity. Recharge minimum Rs.100 within 48 hours to avoid disconnection.,0
Bank Notice: Your account XX5678 will be converted to dormant due to no transactions in 24 months. Visit branch immediately with KYC documents.,0
"Credit Card Alert: Your card ending 4521 blocked due to 3 failed payment attempts. Clear outstanding Rs.45,000 within 7 days to avoid legal action.",0
HR Notice: Your employment is terminated effective immediately for misconduct. Final settlement will be processed. Handover company assets within 24 hours.,0
TCS: Your offer letter #TC2026 will expire on 31-Mar-2026. Accept and upload documents at careers.tcs.com immediately or offer will be withdrawn.,0
Performance Warning: Your Q4 metrics are below 40%. This is your final warning. Improvement required in 30 days or termination as per company policy.,0
"Electricity Dept: Your connection #IN8821 will be permanently disconnected for outstanding dues Rs.25,000. Pay within 5 days to avoid legal action.",0
Gas Authority: Your LPG connection suspended due to safety violation. Inspection mandatory before restoration. Book: indangas.gov.in,0
"Broadband: Your connection terminated due to bandwidth misuse. Rs.5,000 penalty payable. Clear dues to restore service.",0
Embassy Notice: Your visa application #VIS8821 rejected due to incomplete documents. Re-apply with correct papers within 30 days or file fee forfeited.,0
Immigration Alert: Your passport renewal delayed due to police verification pending. Visit RPO immediately with NOC or passport will expire.,0
